SEP=;
active;ref.owner_id;ref.report_id;ref.state;ref.version;report.additional_notes;report.condition.abandoned_body_pits;report.condition.abandoned_egg_cavities;report.condition.accretion.0.storm_name;report.condition.accretion.0.timestamp_ms;report.condition.actively_record_events;report.condition.additional_hatch_timestamp_ms;report.condition.describe_control_methods;report.condition.disorientation;report.condition.eggs_damaged_by_another_turtle;report.condition.eggs_scattered_by_another;report.condition.eggs_scattered_by_another_timestamp_ms;report.condition.ghost_damage_10_or_less;report.condition.hatch_timestamp_ms;report.condition.inundated_event.0.storm_name;report.condition.inundated_event.0.timestamp_ms;report.condition.inundated_event.1.storm_name;report.condition.inundated_event.1.timestamp_ms;report.condition.inundated_event.2.storm_name;report.condition.inundated_event.2.timestamp_ms;report.condition.nest_depredated;report.condition.nest_dug_into;report.condition.nest_inundated;report.condition.nest_inundated_timestamp_ms;report.condition.no_digging;report.condition.partial_washout.storm_name;report.condition.partial_washout.timestamp_ms;report.condition.poached;report.condition.poached_eggs_removed;report.condition.poached_timestamp_ms;report.condition.post_hatch_washout;report.condition.preditation.0.number_of_eggs;report.condition.preditation.0.predator;report.condition.preditation.0.predator_spinner_text;report.condition.preditation.0.timestamp_ms;report.condition.prop_events_recorded;report.condition.roots_invaded_eggshells;report.condition.storm_impact.other_impact;report.condition.storm_impact.storm_name;report.condition.storm_impact.timestamp_ms;report.condition.vandalism_type;report.condition.vandalized;report.condition.vandalized_timestamp_ms;report.condition.wash_out.storm_name;report.condition.wash_out.timestamp_ms;report.condition.wash_over.0.storm_name;report.condition.wash_over.0.timestamp_ms;report.condition.wash_over.1.storm_name;report.condition.wash_over.1.timestamp_ms;report.condition.wash_over.10.storm_name;report.condition.wash_over.10.timestamp_ms;report.condition.wash_over.2.storm_name;report.condition.wash_over.2.timestamp_ms;report.condition.wash_over.3.storm_name;report.condition.wash_over.3.timestamp_ms;report.condition.wash_over.4.storm_name;report.condition.wash_over.4.timestamp_ms;report.condition.wash_over.5.storm_name;report.condition.wash_over.5.timestamp_ms;report.condition.wash_over.6.storm_name;report.condition.wash_over.6.timestamp_ms;report.condition.wash_over.7.storm_name;report.condition.wash_over.7.timestamp_ms;report.condition.wash_over.8.storm_name;report.condition.wash_over.8.timestamp_ms;report.condition.wash_over.9.storm_name;report.condition.wash_over.9.timestamp_ms;report.false_crawl_number;report.image.1;report.image.2;report.image.3;report.image.4;report.image.5;report.image.6;report.image.7;report.image.8;report.intervention.adopted;report.intervention.adoptee;report.intervention.excavation.dead_in_nest;report.intervention.excavation.dead_pipped;report.intervention.excavation.eggs_destroyed;report.intervention.excavation.excavated;report.intervention.excavation.failure_other;report.intervention.excavation.failure_reason;report.intervention.excavation.hatched_shells;report.intervention.excavation.live_in_nest;report.intervention.excavation.live_pipped;report.intervention.excavation.timestamp_ms;report.intervention.excavation.whole_unhatched;report.intervention.protection_event.reason;report.intervention.protection_event.timestamp_ms;report.intervention.protection_event.type;report.intervention.relocation.coordinates.lat;report.intervention.relocation.coordinates.long;report.intervention.relocation.eggs_destroyed;report.intervention.relocation.eggs_relocated;report.intervention.relocation.new_address;report.intervention.relocation.reason;report.intervention.relocation.timestamp_ms;report.intervention.relocation.was_relocated;report.location.apex_to_barrier_ft;report.location.apex_to_barrier_in;report.location.city;report.location.coordinates.lat;report.location.coordinates.long;report.location.details;report.location.escarpment_over_18_inches;report.location.in_cortez_groin_replacement_area;report.location.obstructions.escarpment;report.location.obstructions.furniture;report.location.obstructions.other;report.location.obstructions.seawall_rocks;report.location.placement;report.location.section;report.location.street_address;report.location.triangulation.north.lat;report.location.triangulation.north.long;report.location.triangulation.north_ft;report.location.triangulation.north_in;report.location.triangulation.south.lat;report.location.triangulation.south.long;report.location.triangulation.south_ft;report.location.triangulation.south_in;report.location.water_to_apex_ft;report.location.water_to_apex_in;report.nest_number;report.nest_seaward_of_armoring_structure;report.observers;report.possible_false_crawl;report.possible_false_crawl_number;report.species;report.species_other;report.status;report.timestamp_found_ms;report.type_of_structure;report.within_3_feet_of_structure
NO;section1@islandturtlewatch.com;92;ACTIVE;12;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;13;http://1-dot-static-sentinel-567.appspot.com/web/image/92/695619e9-acd7-46b4-bbbb-c89735e79875.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/92/5058884b-26fc-4914-bcca-11f7741489e8.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/92/8b10f003-7c71-473b-925f-39bafa9df107.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53566195;-82.73696459;;NO;NO;NO;NO;Within sea grape thicket ;NO;IN_VEGITATION;0;417 north bay & corner of north shore ( bayfront pk);0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;Ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;93;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;http://1-dot-static-sentinel-567.appspot.com/web/image/93/abb48b93-38e4-4672-a5d8-730cefad68fb.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/93/6c036e5e-a94b-4738-8737-ceee09de00ea.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/93/d9a4c9cc-e0e8-40d1-8c9b-5198049f2577.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53289991;-82.73159152;;NO;NO;NO;NO;;YES;UNSET_PLACEMENT;0;south bay (just south of city pier);0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;94;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;http://1-dot-static-sentinel-567.appspot.com/web/image/94/abb48b93-38e4-4672-a5d8-730cefad68fb.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/94/6c036e5e-a94b-4738-8737-ceee09de00ea.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/94/d9a4c9cc-e0e8-40d1-8c9b-5198049f2577.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53289991;-82.73159152;;NO;NO;NO;NO;;YES;UNSET_PLACEMENT;0;south bay (just south of city pier);0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;95;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;http://1-dot-static-sentinel-567.appspot.com/web/image/95/abb48b93-38e4-4672-a5d8-730cefad68fb.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/95/6c036e5e-a94b-4738-8737-ceee09de00ea.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/95/d9a4c9cc-e0e8-40d1-8c9b-5198049f2577.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53289991;-82.73159152;;NO;NO;NO;NO;;YES;UNSET_PLACEMENT;0;south bay (just south of city pier);0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;96;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;http://1-dot-static-sentinel-567.appspot.com/web/image/96/abb48b93-38e4-4672-a5d8-730cefad68fb.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/96/6c036e5e-a94b-4738-8737-ceee09de00ea.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/96/d9a4c9cc-e0e8-40d1-8c9b-5198049f2577.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53289991;-82.73159152;;NO;NO;NO;NO;;YES;UNSET_PLACEMENT;0;south bay (just south of city pier);0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;97;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;http://1-dot-static-sentinel-567.appspot.com/web/image/97/abb48b93-38e4-4672-a5d8-730cefad68fb.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/97/6c036e5e-a94b-4738-8737-ceee09de00ea.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/97/d9a4c9cc-e0e8-40d1-8c9b-5198049f2577.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53289991;-82.73159152;;NO;NO;NO;NO;;YES;UNSET_PLACEMENT;0;south bay (just south of city pier);0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;98;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;http://1-dot-static-sentinel-567.appspot.com/web/image/98/abb48b93-38e4-4672-a5d8-730cefad68fb.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/98/6c036e5e-a94b-4738-8737-ceee09de00ea.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/98/d9a4c9cc-e0e8-40d1-8c9b-5198049f2577.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53289991;-82.73159152;;NO;NO;NO;NO;;YES;UNSET_PLACEMENT;0;south bay (just south of city pier);0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;99;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;http://1-dot-static-sentinel-567.appspot.com/web/image/99/abb48b93-38e4-4672-a5d8-730cefad68fb.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/99/6c036e5e-a94b-4738-8737-ceee09de00ea.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/99/d9a4c9cc-e0e8-40d1-8c9b-5198049f2577.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53289991;-82.73159152;;NO;NO;NO;NO;;YES;UNSET_PLACEMENT;0;south bay (just south of city pier);0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;100;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;http://1-dot-static-sentinel-567.appspot.com/web/image/100/abb48b93-38e4-4672-a5d8-730cefad68fb.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/100/6c036e5e-a94b-4738-8737-ceee09de00ea.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/100/d9a4c9cc-e0e8-40d1-8c9b-5198049f2577.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53289991;-82.73159152;;NO;NO;NO;NO;;YES;UNSET_PLACEMENT;0;south bay (just south of city pier);0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;101;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;14;http://1-dot-static-sentinel-567.appspot.com/web/image/101/abb48b93-38e4-4672-a5d8-730cefad68fb.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/101/6c036e5e-a94b-4738-8737-ceee09de00ea.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/101/d9a4c9cc-e0e8-40d1-8c9b-5198049f2577.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53289991;-82.73159152;;NO;NO;NO;NO;;YES;UNSET_PLACEMENT;0;101 south bay (just south of city pier);0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;ron;NO;0;LOGGERHEAD;;FALSE_CRAWL;1465790400000;;NO
NO;section1@islandturtlewatch.com;102;ACTIVE;12;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1470283200000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/102/d7349b07-58f2-4cf5-930d-4535f85d266b.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/102/b03bb569-4a66-494c-bd2a-2934a2747a4d.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/102/8b6c5d4a-dfc7-4608-842c-b93b92ecb377.jpg;;;;;;NO;;0;3;0;YES;;UNSET_REASON;92;0;0;1470542400000;13;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53500039;-82.73510089;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;313 north bay blvd;0.0;0.0;0;0;0.0;0.0;0;0;20;0;6;NO;karen, cindy, remy;NO;0;LOGGERHEAD;;NEST_VERIFIED;1465963200000;;NO
NO;section1@islandturtlewatch.com;103;ACTIVE;11;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1470369600000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/103/8b6dffd9-aeea-49d8-8518-7bf581513388.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/103/8a74850f-fc2a-4893-aa93-99344032ba3c.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/103/83a22a85-ad42-4fb8-aad2-4e859f64ae0a.jpg;;;;;;NO;;0;8;0;YES;;UNSET_REASON;96;0;0;1470628800000;13;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;10;0;AM;27.53397606;-82.7332294;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;115 north bay;0.0;0.0;0;0;0.0;0.0;0;0;36;0;7;NO;karen, cindy, remy;NO;0;LOGGERHEAD;;NEST_VERIFIED;1465963200000;;NO
NO;section1@islandturtlewatch.com;104;ACTIVE;7;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;15;http://1-dot-static-sentinel-567.appspot.com/web/image/104/52656776-cd56-4f15-a341-49fd999ab44d.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/104/96c2e8d8-42bb-41d5-9319-710b8414da5d.jpg;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;3;0;AM;27.53623543;-82.73736221;;NO;NO;NO;NO;;YES;OPEN_BEACH;0;911 North Shore Blvd;0.0;0.0;0;0;0.0;0.0;0;0;15;0;0;NO;Karen;NO;0;LOGGERHEAD;;FALSE_CRAWL;1466049600000;;NO
NO;section1@islandturtlewatch.com;105;ACTIVE;7;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;16;http://1-dot-static-sentinel-567.appspot.com/web/image/105/7f3c509c-96a9-4630-baf8-e1f2558825e5.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/105/797f2648-8ec4-45b6-b85c-b56db8e2e55e.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/105/29f259a3-482c-46d1-878a-9d9179e26756.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;6;0;AM;27.53511294;-82.73540184;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;317North Bay ;0.0;0.0;0;0;0.0;0.0;0;0;24;0;0;NO;Christine;NO;0;LOGGERHEAD;;FALSE_CRAWL;1466136000000;;NO
NO;section1@islandturtlewatch.com;106;ACTIVE;8;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1470456000000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/106/5fdff942-2ec9-4f52-86e9-4356365331dd.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/106/5c740f47-8563-485b-92d9-afbeee4a4dc3.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/106/1406d523-8b63-44b6-9568-6b9b82a5c9be.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/106/2c4747c9-585e-4058-845b-c4a16cf8e9b3.jpg;;;;;NO;;0;15;0;YES;;UNSET_REASON;40;0;0;1470801600000;9;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53503025;-82.73532065;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;315 nrth bay;0.0;0.0;0;0;0.0;0.0;0;0;12;0;16;NO;Christine ;NO;0;LOGGERHEAD;;NEST_NOT_VERIFIED;1466136000000;;NO
NO;section1@islandturtlewatch.com;107;ACTIVE;7;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;18;http://1-dot-static-sentinel-567.appspot.com/web/image/107/d89424fe-951e-42f9-8106-109340892402.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/107/58f95c67-a910-48a6-ac2a-2f87af877d88.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/107/fc462d80-5e9f-47b7-b8ad-d98e8d126c4e.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53489379;-82.73503688;;NO;NO;NO;NO;into Seagate thicket;NO;IN_VEGITATION;0;311 north bay;0.0;0.0;0;0;0.0;0.0;0;0;18;0;0;NO;Christine ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1466136000000;;NO
NO;section1@islandturtlewatch.com;108;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;19;http://1-dot-static-sentinel-567.appspot.com/web/image/108/c4fa9109-93c2-4ba5-a419-737a232b02e3.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/108/e2ada85c-2bac-42b2-95dd-7efb1a8dcc9b.jpg;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;20;0;AM;27.52956632;-82.72429483;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;;0.0;0.0;0;0;0.0;0.0;0;0;11;0;0;NO;Christine ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1466136000000;;NO
NO;section1@islandturtlewatch.com;109;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;19;http://1-dot-static-sentinel-567.appspot.com/web/image/109/c4fa9109-93c2-4ba5-a419-737a232b02e3.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/109/e2ada85c-2bac-42b2-95dd-7efb1a8dcc9b.jpg;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;20;0;AM;27.52956632;-82.72429483;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;810A South Bay Blbd;0.0;0.0;0;0;0.0;0.0;0;0;11;0;0;NO;Christine ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1466136000000;;NO
NO;section1@islandturtlewatch.com;110;ACTIVE;12;nest was not noticed by walker. per property owner FC happened Thurs night. track not visible on Saturday.;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;20;http://1-dot-static-sentinel-567.appspot.com/web/image/110/8c7525d9-e4f3-4fb4-b18b-31d10c647394.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/110/f2cbd812-7a12-4271-a5dc-4500e1373b6b.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/110/7824b5e1-aff2-4539-85f9-835536843ede.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;6;0;AM;27.53182807;-82.72955496;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;306 south bay;0.0;0.0;0;0;0.0;0.0;0;0;18;0;0;NO;property owner;NO;0;LOGGERHEAD;;FALSE_CRAWL;1466136000000;;NO
NO;section1@islandturtlewatch.com;111;ACTIVE;17;;YES;YES;;;YES;0;;YES;NO;NO;0;YES;1472011200000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/111/e4ed712c-ee20-4d7f-bdf0-ae58fcd72944.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/111/0f01013e-adf8-4fc2-814d-55231a5a6e9e.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/111/f2aca5a5-5c31-4151-8380-e59380d8f9e1.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/111/8ba465ee-6dc8-48ed-b603-2630dd69ffa6.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/111/943c1a82-cc40-48d3-b121-21858b1abba2.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/111/5c937fa2-aef9-4baa-8812-0b5eeb4d0c1d.jpg;;;NO;;0;0;0;YES;;UNSET_REASON;29;2;0;1472011200000;74;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53565946;-82.73667072;;NO;NO;NO;NO;;NO;UNSET_PLACEMENT;0;411 north bay blvd;0.0;0.0;0;0;0.0;0.0;0;0;57;0;19;NO;Rusty & Ned;NO;0;LOGGERHEAD;;NEST_NOT_VERIFIED;1466222400000;;NO
NO;section1@islandturtlewatch.com;112;ACTIVE;8;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;22;http://1-dot-static-sentinel-567.appspot.com/web/image/112/61c99357-9a99-4f72-955c-e76e4f136262.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53596801;-82.73699865;;NO;NO;NO;NO;Sea Grape thicket;NO;OPEN_BEACH;0;417 north. bay;0.0;0.0;0;0;0.0;0.0;0;0;8;0;0;NO;tonya;NO;0;LOGGERHEAD;;FALSE_CRAWL;1466481600000;;NO
NO;section1@islandturtlewatch.com;113;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;23;http://1-dot-static-sentinel-567.appspot.com/web/image/113/8d125311-1b03-4b97-8c70-523f46b9e2da.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/113/1dd567a7-1ab1-49c4-8e6d-090e4d2afba3.jpg;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53625507;-82.73746381;;NO;NO;NO;NO;;YES;OPEN_BEACH;0;909 north shore;0.0;0.0;0;0;0.0;0.0;0;0;21;0;0;NO;tonya;NO;0;LOGGERHEAD;;FALSE_CRAWL;1466481600000;;NO
